UNITID,OPEID,INSTNM,CITY,Year,UGDS,MAIN,NUMBRANCH,HIGHDEG,REGION,LOCALE,CCSIZSET,PCTPELL,AVGFACSAL,PFTFAC,BOOKSUPPLY,ROOMBOARD_ON,ROOMBOARD_OFF,OTHEREXPENSE_ON,OTHEREXPENSE_OFF,ADMCON7,UGDS_WOMEN,UGDS_MEN,ADM_RATE,SAT_AVG,ACTCMMID,RET_FT4,C150_4,TUITIONFEE_IN,TUITIONFEE_OUT,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,OPENADMP,UGDS_delta,UGDS_WOMEN_delta,UGDS_MEN_delta,ADM_RATE_delta,SAT_AVG_delta,ACTCMMID_delta,RET_FT4_delta,C150_4_delta,TUITIONFEE_IN_delta,TUITIONFEE_OUT_delta,UGDS_WHITE_delta,UGDS_BLACK_delta,UGDS_HISP_delta,UGDS_ASIAN_delta,won_One_year_ago,lost_One_year_ago,tied_One_year_ago,games_One_year_ago,won_Two_years_ago,lost_Two_years_ago,tied_Two_years_ago,games_Two_years_ago,won_Three_years_ago,lost_Three_years_ago,tied_Three_years_ago,games_Three_years_ago,won_Four_years_ago,lost_Four_years_ago,tied_Four_years_ago,games_Four_years_ago,won_Five_years_ago,lost_Five_years_ago,tied_Five_years_ago,games_Five_years_ago,won_Six_years_ago,lost_Six_years_ago,tied_Six_years_ago,games_Six_years_ago,won_Seven_years_ago,lost_Seven_years_ago,tied_Seven_years_ago,games_Seven_years_ago,won_Eight_years_ago,lost_Eight_years_ago,tied_Eight_years_ago,games_Eight_years_ago,won_Nine_years_ago,lost_Nine_years_ago,tied_Nine_years_ago,games_Nine_years_ago,won_Ten_years_ago,lost_Ten_years_ago,tied_Ten_years_ago,games_Ten_years_ago,won_Eleven_year_ago,lost_Eleven_year_ago,tied_Eleven_year_ago,games_Eleven_year_ago,won_Twelve_years_ago,lost_Twelve_years_ago,tied_Twelve_years_ago,games_Twelve_years_ago,won_Thirteen_years_ago,lost_Thirteen_years_ago,tied_Thirteen_years_ago,games_Thirteen_years_ago,won_Fourteen_years_ago,lost_Fourteen_years_ago,tied_Fourteen_years_ago,games_Fourteen_years_ago,won_Fifteen_years_ago,lost_Fifteen_years_ago,tied_Fifteen_years_ago,games_Fifteen_years_ago,won_Sixteen_years_ago,lost_Sixteen_years_ago,tied_Sixteen_years_ago,games_Sixteen_years_ago,won_Seventeen_years_ago,lost_Seventeen_years_ago,tied_Seventeen_years_ago,games_Seventeen_years_ago,won_Eighteen_years_ago,lost_Eighteen_years_ago,tied_Eighteen_years_ago,games_Eighteen_years_ago,won_Nineteen_years_ago,lost_Nineteen_years_ago,tied_Nineteen_years_ago,games_Nineteen_years_ago,won_Twenty_years_ago,lost_Twenty_years_ago,tied_Twenty_years_ago,games_Twenty_years_ago
196088,00283700,University at Buffalo,Buffalo,2014,19488.0,1,1,4,2,21,13,0.2965,10135.0,0.6074,1164.0,12400.0,10170.0,2481.0,3531.0,1,0.4545,0.5455,0.5781,1165.0,27.0,0.8809,0.7189,8870.0,22290.0,0.4868,0.0693,0.0614,0.1379,2,0.006351665375677662,0.0015425297487881018,-0.0012815818381546329,0.022823779193205773,0.006044905008635526,0.03846153846153855,0.00570841420253454,-0.0015277777777777946,0.08025819023261471,0.10614857823433077,-0.01676429004241564,0.026666666666666616,-0.07390648567119151,0.07231726283048223,4,8,0,12,3,9,0,12,2,10,0,12,5,7,0,12,8,6,0,14,5,7,0,12,2,10,0,12,1,10,0,11,2,9,0,11,1,11,0,12,1,11,0,12,3,8,0,11,2,9,0,11,0,11,0,11,4,7,0,11,2,9,0,11,8,3,0,11,3,8,0,11,3,8,0,11,1,10,0,11
196413,00288200,Syracuse University,Syracuse,2014,14768.0,1,1,4,2,12,13,0.2608,11147.0,0.6722,1378.0,14460.0,14460.0,1596.0,1596.0,1,0.5511,0.4489,0.5323,1184.0,27.0,0.9188,0.8035,41886.0,41886.0,0.5534,0.0892,0.1076,0.0775,2,0.0020355543493011385,0.00018148820326668869,-0.00022271714922050823,0.07557082238836133,0.022452504317789224,0.03846153846153855,-0.0002176278563656986,-0.009003453379378357,0.03529586237579707,0.03529586237579707,-0.005927788755164309,-0.0022371364653243075,0.0,-0.039653035935563796,8,5,0,13,5,7,0,12,8,5,0,13,4,8,0,12,3,9,0,12,2,10,0,12,4,8,0,12,1,10,0,11,6,6,0,12,6,6,0,12,4,8,0,12,10,3,0,13,6,5,0,11,7,5,0,12,8,4,0,12,9,4,0,13,9,3,0,12,9,3,0,12,7,4,0,11,6,4,1,11
197869,00290600,Appalachian State University,Boone,2014,16116.0,1,1,4,5,32,13,0.2714,7670.0,0.7387,700.0,7753.0,8230.0,4381.0,4681.0,1,0.538,0.462,0.6266,1148.0,25.0,0.8762,0.6973,6553.0,19720.0,0.8582,0.0308,0.0411,0.0156,2,0.017424242424242342,0.012039127163280705,-0.013663535439794927,-0.009014708208128885,-0.00692041522491349,-0.038461538461538436,0.0050470291351227825,0.016917019104564668,0.014082327452801024,0.05623995715050878,-0.0034835113794705608,0.006535947712418277,-0.019093078758949944,0.1470588235294117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198385,00291800,Davidson College,Davidson,2014,1765.0,1,1,3,5,21,13,0.1342,11828.0,0.9624,1000.0,12769.0,12769.0,1775.0,1775.0,1,0.5054,0.4946,0.2167,1337.0,30.0,0.9523,0.9271,45377.0,45377.0,0.6907,0.0646,0.0663,0.0578,2,-0.009539842873176219,0.0063719633612107085,-0.006428284451587052,-0.15384615384615385,-0.011825572801182571,-0.032258064516129004,-0.005015149932086405,0.002703871944624847,0.05899787626315667,0.05899787626315667,0.004800698283386584,-0.1210884353741496,0.0642054574638844,0.2117400419287212,2,9,0,11,4,7,0,11,3,8,0,11,3,7,0,10,4,7,0,11,6,4,0,10,6,4,0,10,4,6,0,10,2,7,0,9,3,8,0,11,7,3,0,10,5,4,0,9,10,0,0,10,8,3,0,11,8,2,0,10,3,8,0,11,6,4,0,10,1,8,1,10,3,7,0,10,6,4,0,10
198464,00292300,East Carolina University,Greenville,2014,21207.0,1,1,4,5,13,13,0.3357,7965.0,0.8239,1234.0,8833.0,8833.0,4892.0,4892.0,1,0.5811,0.4189,0.7728,1036.0,22.0,0.812,0.5863,6143.0,21340.0,0.6898,0.1625,0.0613,0.0273,2,0.02821818181818192,-0.0064968370661652175,0.009154420621536818,0.24304326845745527,-0.013333333333333308,-0.04347826086956519,0.003956478733927016,0.04120049724738051,0.0,0.053515007898894185,-0.028040016908552956,0.040332906530089696,0.20196078431372566,0.050000000000000044,8,5,0,13,5,7,0,12,6,7,0,13,9,5,0,14,9,5,0,14,8,5,0,13,7,6,0,13,5,6,0,11,2,9,0,11,1,11,0,12,4,8,0,12,6,6,0,12,8,4,0,12,9,3,0,12,6,5,0,11,5,6,0,11,8,3,0,11,9,3,0,12,7,5,0,12,2,9,0,11
199120,00297400,University of North Carolina at Chapel Hill,Chapel Hill,2014,17908.0,1,1,4,5,13,13,0.2128,10898.0,0.8499,1484.0,10592.0,10592.0,5238.0,5238.0,1,0.5781,0.4219,0.285,1328.0,30.0,0.9706,0.9026,8336.0,33418.0,0.6517,0.0825,0.0739,0.0936,2,0.001453976065317164,-0.0073832417582418985,0.010296934865900331,0.032982964842334095,0.011424219345011366,0.0,0.01009470288271408,0.0026660742057320608,-0.0004796163069544779,0.10942168514706863,-0.017340168878166584,-0.015513126491646712,0.04526166902404527,0.05882352941176472,8,4,0,12,7,6,0,13,8,5,0,13,0,5,0,5,0,5,0,5,4,8,0,12,3,9,0,12,5,6,0,11,6,6,0,12,2,10,0,12,3,9,0,12,8,5,0,13,6,5,0,11,3,8,0,11,7,5,0,12,11,1,0,12,10,2,0,12,7,5,0,12,8,4,0,12,10,3,0,13
199193,00297200,North Carolina State University at Raleigh,Raleigh,2014,22925.0,1,1,4,5,11,13,0.2221,9995.0,0.8804,1076.0,10030.0,10030.0,3552.0,3552.0,1,0.4384,0.5616,0.516,1253.0,28.0,0.9298,0.7498,8296.0,23551.0,0.7467,0.065,0.0447,0.0537,2,-0.0022631326979153377,0.0034332799267566827,-0.002663825253063523,0.031793641271745665,0.01952807160292913,0.0,0.004320587599913495,0.018888435928794634,0.010967584694126176,0.08725358940030459,-0.005990415335463184,-0.05933429811866853,0.04683840749414503,0.026768642447418722,7,6,0,13,8,5,0,13,9,4,0,13,5,7,0,12,6,7,0,13,5,7,0,12,3,9,0,12,7,5,0,12,5,6,0,11,8,5,0,13,11,3,0,14,7,5,0,12,8,4,0,12,6,6,0,12,7,5,0,12,6,5,0,11,3,8,0,11,3,8,0,11,9,3,0,12,7,5,0,12
200800,00312300,University of Akron Main Campus,Akron,2014,18148.0,1,2,4,3,12,13,0.3928,9132.0,0.5127,1000.0,11064.0,11534.0,2520.0,3152.0,1,0.4668,0.5332,0.9571,1050.0,23.0,0.7396,0.4156,10260.0,18792.0,0.7406,0.131,0.0246,0.0235,2,-0.04594679844390703,-0.011226435077314134,0.010039780261413167,-0.008083739247590427,0.0334645669291338,0.045454545454545414,0.11452682338758291,-0.002400384061449823,0.02048935746966385,0.020306222173960276,-0.0032301480484521194,-0.06025824964131987,0.14953271028037385,0.10328638497652576,1,11,0,12,1,11,0,12,1,11,0,12,3,9,0,12,5,7,0,12,4,8,0,12,5,7,0,12,7,6,0,13,6,5,0,11,7,5,0,12,4,8,0,12,4,7,0,11,6,5,0,11,7,4,0,11,4,8,0,12,2,9,0,11,4,7,0,11,2,9,0,11,1,10,0,11,5,6,0,11
201441,00301800,Bowling Green State University-Main Campus,Bowling Green,2014,13697.0,1,2,4,3,13,13,0.3312,8221.0,0.7012,1050.0,8244.0,7044.0,4238.0,5514.0,1,0.5604,0.4396,0.5337,1012.0,22.0,0.7586,0.5525,10726.0,18034.0,0.7748,0.1018,0.041,0.0076,2,-0.03276604759550883,-0.0014255167498218313,0.001823154056517673,-0.26355733406927007,0.0029732408325073845,0.0,0.08185966913861953,0.021256931608133023,0.0,0.0,-0.0044969805987408185,0.013944223107569709,0.0024449877750611915,-0.10588235294117654,8,5,0,13,5,7,0,12,2,10,0,12,7,6,0,13,6,6,0,12,8,5,0,13,4,8,0,12,6,5,0,11,9,3,0,12,11,3,0,14,9,3,0,12,8,3,0,11,2,9,0,11,5,6,0,11,5,6,0,11,3,8,0,11,4,7,0,11,5,6,0,11,9,2,0,11,6,3,2,11
201885,00312500,University of Cincinnati-Main Campus,Cincinnati,2014,23795.0,1,3,4,3,11,13,0.2566,9379.0,0.598,1480.0,10496.0,11438.0,4698.0,5326.0,1,0.5028,0.4972,0.7578,1165.0,26.0,0.8628,0.5956,11000.0,26334.0,0.758,0.0738,0.0271,0.0303,2,0.018621575342465668,0.0023923444976077235,-0.0024077046548957037,0.03453924914675777,0.021034180543382908,0.040000000000000036,0.01961711179390213,0.02867012089810017,0.02002967359050456,0.02006507592190898,-0.008761605858506605,-0.03403141361256534,0.04230769230769238,0.023648648648648685,10,3,0,13,10,3,0,13,4,8,0,12,12,1,0,13,11,3,0,14,10,3,0,13,8,5,0,13,4,7,0,11,7,5,0,12,5,7,0,12,7,7,0,14,7,5,0,12,7,5,0,12,3,8,0,11,2,9,0,11,8,4,0,12,6,5,0,11,6,5,0,11,2,8,1,11,8,3,0,11
202480,00312700,University of Dayton,Dayton,2014,8305.0,1,1,4,3,12,13,0.1159,8506.0,0.633,1000.0,11840.0,2500.0,1250.0,1250.0,1,0.472,0.528,0.5901,1194.0,27.0,0.9052,0.7602,37230.0,37230.0,0.7894,0.0283,0.0315,0.0138,2,0.06269993602047341,-0.02236951118475561,0.02088167053364276,0.1140268076269586,0.01100762066045724,0.0,0.02190110634454734,-0.009382329945269774,0.03994413407821229,0.03994413407821229,-0.03437308868501532,-0.01736111111111116,0.09756097560975618,0.10399999999999987,6,5,0,11,6,5,0,11,10,1,0,11,9,2,0,11,9,3,0,12,11,1,0,12,4,6,0,10,9,1,0,10,7,3,0,10,9,2,0,11,11,1,0,12,9,1,0,10,8,3,0,11,6,4,0,10,6,4,0,10,9,1,0,10,11,0,0,11,9,2,0,11,8,2,0,10,9,1,0,10
203517,00305100,Kent State University at Kent,Kent,2014,22530.0,1,8,4,3,21,13,0.3328,8482.0,0.8552,1400.0,9908.0,9908.0,4206.0,4206.0,1,0.5903,0.4097,0.8438,1050.0,23.0,0.8178,0.5505,10012.0,17972.0,0.7504,0.0864,0.03,0.0128,2,0.02079652032078294,0.00647911338448437,-0.009189842805320314,0.01638159479643453,0.001908396946564972,0.0,0.0519680987908413,0.06851708074534169,0.01996740016299925,0.011026102610260935,-0.006750496360026448,0.0,0.060070671378091856,0.05785123966942152,11,3,0,14,5,7,0,12,5,7,0,12,5,7,0,12,4,8,0,12,3,9,0,12,6,6,0,12,1,10,0,11,5,6,0,11,5,7,0,12,3,9,0,12,6,5,0,11,1,10,0,11,2,9,0,11,0,11,0,11,3,8,0,11,2,9,0,11,1,9,1,11,2,9,0,11,0,11,0,11
204024,00307700,Miami University-Oxford,Oxford,2014,15454.0,1,3,4,3,31,13,0.1389,8677.0,0.9699,1250.0,11109.0,11109.0,2777.0,2777.0,1,0.5082,0.4918,0.6584,1240.0,28.0,0.905,0.7899,14287.0,30391.0,0.7984,0.0322,0.0346,0.0191,2,0.004942125113798879,-0.016640866873065097,0.01779801324503305,-0.013780707010185744,0.0,0.0,0.010382940716757716,-0.02288471053933694,0.03528985507246385,0.027069956066238632,-0.01371216800494135,-0.12261580381471404,0.04848484848484835,0.08522727272727271,4,8,0,12,4,8,0,12,10,4,0,14,1,11,0,12,2,10,0,12,6,7,0,13,2,10,0,12,7,4,0,11,8,5,0,13,13,1,0,14,7,5,0,12,7,5,0,12,6,5,0,11,7,4,0,11,10,1,0,11,8,3,0,11,6,5,0,11,8,2,1,11,6,4,1,11,4,7,0,11
204796,00309000,Ohio State University-Main Campus,Columbus,2014,43733.0,1,6,4,3,11,13,0.2243,11461.0,0.657,1248.0,11820.0,11820.0,2680.0,2680.0,1,0.474,0.526,0.5296,1292.0,29.0,0.9367,0.835,10037.0,26537.0,0.7194,0.056,0.0347,0.0563,2,0.013769442963443845,0.0050890585241729624,-0.004542013626040786,-0.04628128939312093,0.002327385570209506,0.0,0.013196322336398003,0.0032440225880090434,0.0,0.03028302985596154,-0.005391953546246442,-0.0635451505016722,0.02662721893491149,0.0445269016697587,12,0,0,12,6,7,0,13,0,1,0,1,11,2,0,13,10,3,0,13,11,2,0,13,12,1,0,13,10,2,0,12,8,4,0,12,11,2,0,13,14,0,0,14,7,5,0,12,8,4,0,12,6,6,0,12,11,1,0,12,10,3,0,13,11,1,0,12,11,2,0,13,9,4,0,13,10,1,1,12
204857,00310000,Ohio University-Main Campus,Athens,2014,23390.0,1,6,4,3,12,13,0.2634,8569.0,0.7237,916.0,10478.0,11532.0,2862.0,2862.0,1,0.5987,0.4013,0.7427,1106.0,24.0,0.8011,0.672,10602.0,19566.0,0.8313,0.049,0.0253,0.0085,2,0.002528824311002431,0.001338016390700858,-0.0019895548371052785,0.018094585332419477,0.0018115942028984477,0.0,0.0189519206308828,0.009463722397476504,0.014933946008041321,0.008037094281298396,-0.0013214800576645258,0.03594080338266381,0.054166666666666696,-0.06593406593406592,9,4,0,13,10,4,0,14,8,5,0,13,9,5,0,14,4,8,0,12,6,6,0,12,9,5,0,14,4,7,0,11,4,7,0,11,2,10,0,12,4,8,0,12,1,10,0,11,7,4,0,11,5,6,0,11,5,6,0,11,8,3,0,11,6,6,0,12,2,8,1,11,0,11,0,11,4,7,0,11
206084,00313100,University of Toledo,Toledo,2014,15182.0,1,1,4,3,11,13,0.3597,8096.0,0.7085,1220.0,10304.0,7862.0,3822.0,4707.0,1,0.4823,0.5177,0.9473,1031.0,22.0,0.7006,0.4372,9463.0,18801.0,0.691,0.1364,0.0437,0.0228,2,-0.016709844559585463,-0.007613168724279751,0.007198443579766511,0.04408685109666055,0.0,0.0,0.029537105069801672,-0.037640325775919026,0.020269541778975775,0.02207121500407716,-0.005326040017273659,-0.018705035971223194,-0.02237136465324374,-0.02145922746781115,9,4,0,13,9,4,0,13,8,5,0,13,5,7,0,12,3,9,0,12,5,7,0,12,5,7,0,12,9,3,0,12,9,4,0,13,8,4,0,12,9,5,0,14,10,2,0,12,10,1,0,11,6,5,0,11,7,5,0,12,9,3,0,12,7,4,0,11,11,0,1,12,6,4,1,11,4,7,0,11
206622,00314400,Xavier University,Cincinnati,2014,4464.0,1,1,4,3,11,13,0.1755,8299.0,0.5158,1000.0,10560.0,10560.0,2000.0,2000.0,1,0.5441,0.4559,0.7315,1113.0,25.0,0.8465,0.7113,33960.0,33960.0,0.7236,0.0992,0.0488,0.0228,2,0.0026954177897573484,0.0025796941219828895,-0.0030614476273780333,0.04544804916392753,-0.016784452296819796,0.0,0.014501438159156388,-0.06970965210567603,0.029090909090909056,0.029090909090909056,-0.00903861955628582,-0.008000000000000118,0.0868596881959911,-0.004366812227074246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207388,00317000,Oklahoma State University-Main Campus,Stillwater,2014,20636.0,1,1,4,6,32,13,0.2847,8488.0,0.8791,1030.0,8710.0,8710.0,4560.0,4560.0,1,0.4895,0.5105,0.7495,1137.0,25.0,0.8087,0.6103,7442.0,20027.0,0.7118,0.0482,0.0552,0.016,2,0.015851137146795313,0.0004087471898630568,-0.0003916193459958528,-0.014075243357011269,0.0017621145374449032,0.0,0.028749522961455165,0.024680993955674912,0.0,0.0,-0.014400443090556547,-0.03600000000000003,0.1694915254237288,0.045751633986928164,8,5,0,13,12,1,0,13,11,2,0,13,9,4,0,13,9,4,0,13,7,6,0,13,7,6,0,13,4,7,0,11,7,5,0,12,9,4,0,13,8,5,0,13,4,7,0,11,3,8,0,11,5,6,0,11,5,6,0,11,8,4,0,12,5,6,0,11,4,8,0,12,3,7,1,11,3,8,0,11
207500,00318400,University of Oklahoma-Norman Campus,Norman,2014,20538.0,1,2,4,6,22,13,0.2423,9535.0,0.8207,720.0,9126.0,9126.0,4614.0,4614.0,1,0.4852,0.5148,0.8133,1189.0,26.0,0.8521,0.6744,9495.0,22269.0,0.626,0.0465,0.0902,0.0591,2,0.00048713951675760647,-0.01321944274964415,0.01278772378516635,0.011064147190452456,0.011054421768707412,0.0,0.015008933889219644,0.017348016292050072,0.06493943472409147,0.055152807391613434,0.001920614596670811,-0.05102040816326536,0.019209039548022666,0.05535714285714288,10,3,0,13,10,3,0,13,12,2,0,14,8,5,0,13,12,2,0,14,11,3,0,14,11,3,0,14,8,4,0,12,12,1,0,13,12,2,0,14,12,2,0,14,11,2,0,13,13,0,0,13,7,5,0,12,5,6,0,11,4,8,0,12,3,8,0,11,5,5,1,11,6,6,0,12,9,3,0,12
207971,00318500,University of Tulsa,Tulsa,2014,3441.0,1,1,4,6,11,13,0.1505,9905.0,0.777,1200.0,10476.0,8588.0,4524.0,4524.0,1,0.4179,0.5821,0.4026,1296.0,29.0,0.8765,0.7014,35855.0,35855.0,0.5495,0.0445,0.0436,0.0334,2,0.013847967000589323,-0.004763038818766385,0.003447681434235461,-0.008130081300812941,0.013291634089132032,0.0,-0.029776400265663083,0.019180470793374038,0.029280895650925842,0.029280895650925842,-0.005249818971759579,-0.01330376940133049,0.04306220095693791,0.021406727828746197,11,3,0,14,8,5,0,13,10,3,0,13,5,7,0,12,11,3,0,14,10,4,0,14,8,5,0,13,9,4,0,13,4,8,0,12,8,5,0,13,1,11,0,12,1,10,0,11,5,7,0,12,2,9,0,11,4,7,0,11,2,9,0,11,4,7,0,11,4,7,0,11,3,8,0,11,4,6,1,11
209542,00321000,Oregon State University,Corvallis,2014,22925.0,1,2,4,8,13,13,0.3168,9055.0,0.7697,1965.0,10929.0,10929.0,2577.0,2577.0,1,0.4635,0.5365,0.7776,1112.0,25.0,0.8376,0.6307,9122.0,26294.0,0.6774,0.0129,0.0802,0.0698,2,0.025772965233343825,0.0034639532366314008,-0.002973425013938047,-0.014948061819103131,0.00907441016333932,0.04166666666666674,-0.004634581105169344,0.026028957214901505,0.09613073780341264,0.11822743897252708,-0.017833840800348,0.0078125,0.09413369713506126,0.05438066465256797,9,4,0,13,3,9,0,12,5,7,0,12,8,5,0,13,9,4,0,13,9,4,0,13,10,4,0,14,5,6,0,11,7,5,0,12,8,5,0,13,8,5,0,13,5,6,0,11,11,1,0,12,7,5,0,12,5,6,0,11,3,8,0,11,2,9,0,11,1,10,0,11,4,7,0,11,4,7,0,11
209551,00322300,University of Oregon,Eugene,2014,20252.0,1,1,4,8,12,13,0.2539,9390.0,0.6795,1050.0,11097.0,9765.0,2340.0,2340.0,1,0.5222,0.4778,0.749,1116.0,25.0,0.8724,0.6881,9918.0,30888.0,0.6191,0.0202,0.0897,0.0535,2,-0.01079470522151127,-0.0017205123303384307,0.0018871880897461946,0.009842254280706397,0.0072202166064982976,0.0,0.005996309963099522,0.033804086538461675,0.015876267540714917,0.03692762186115206,-0.03642023346303502,0.015075376884422065,0.10332103321033226,0.042884990253411415,12,1,0,13,12,2,0,14,12,1,0,13,10,3,0,13,10,3,0,13,9,4,0,13,7,6,0,13,10,2,0,12,5,6,0,11,8,5,0,13,7,6,0,13,11,1,0,12,10,2,0,12,9,3,0,12,8,4,0,12,7,5,0,12,6,5,0,11,9,3,0,12,9,4,0,13,5,6,0,11
211291,00323800,Bucknell University,Lewisburg,2014,3528.0,1,1,4,2,32,13,0.1175,10389.0,0.9766,900.0,11642.0,11642.0,2000.0,2000.0,1,0.5201,0.4799,0.3072,1317.0,30.0,0.9314,0.886,48498.0,48498.0,0.7885,0.0317,0.0527,0.0357,2,0.00857632933104635,-0.0059250764525993205,0.006501677852349008,0.04100304981362246,0.008422664624808673,0.0,-0.0102019128586609,-0.02379903040987219,0.03402839964180626,0.03402839964180626,0.001905972045743276,-0.018575851393188958,0.007648183556405286,-0.024590163934426146,3,8,0,11,6,5,0,11,1,10,0,11,4,7,0,11,5,6,0,11,3,8,0,11,6,5,0,11,1,10,0,11,7,4,0,11,6,6,0,12,2,9,0,11,6,4,0,10,6,5,0,11,7,4,0,11,6,5,0,11,10,1,0,11,6,5,0,11,7,4,0,11,5,6,0,11,4,7,0,11
212106,00325800,Duquesne University,Pittsburgh,2014,5969.0,1,1,4,2,11,13,0.1983,8869.0,0.4926,1000.0,11084.0,11084.0,1550.0,1550.0,1,0.6093,0.3907,0.7306,1144.0,26.0,0.8958,0.7796,32636.0,32636.0,0.8303,0.0429,0.027,0.0193,2,0.004205921938088775,0.03657706702960195,-0.052159146045609006,-0.013902011067620457,0.019607843137254832,0.040000000000000036,0.02248601757790203,0.014047866805410925,0.03985980563963687,0.03985980563963687,-0.009543122986997554,0.019002375296912177,0.0037174721189590088,0.04324324324324347,5,6,0,11,9,2,0,11,5,4,0,9,3,8,0,11,3,7,0,10,6,4,0,10,7,3,0,10,7,3,0,10,7,3,0,10,8,3,0,11,11,1,0,12,8,3,0,11,10,1,0,11,8,3,0,11,8,3,0,11,7,3,0,10,10,1,0,11,10,1,0,11,6,4,0,10,4,6,0,10
215062,00337800,University of Pennsylvania,Philadelphia,2014,10678.0,1,1,4,2,11,13,0.1444,15855.0,0.7158,1220.0,13464.0,13464.0,1848.0,1848.0,1,0.5076,0.4924,0.1037,1452.0,33.0,0.9744,0.9561,47668.0,47668.0,0.4543,0.0716,0.1034,0.189,2,0.0067886102206298204,-0.006070099862933165,0.0063355814428776025,-0.1527777777777778,0.006934812760055475,0.03125,-0.0034771937001430997,-0.0008360330233044833,0.038744824580518644,0.038744824580518644,-0.01857852667962845,-0.02051983584131334,0.03607214428857719,0.04132231404958686,6,4,0,10,5,5,0,10,9,1,0,10,8,2,0,10,6,4,0,10,4,6,0,10,5,5,0,10,5,5,0,10,8,2,0,10,10,0,0,10,9,1,0,10,8,1,0,9,7,3,0,10,5,5,0,10,8,2,0,10,1,9,0,10,5,5,0,10,7,3,0,10,9,0,0,9,10,0,0,10
215293,00337900,University of Pittsburgh-Pittsburgh Campus,Pittsburgh,2014,18474.0,1,5,4,2,11,13,0.1658,9846.0,0.7472,1170.0,10800.0,10800.0,3222.0,3222.0,1,0.5048,0.4952,0.5312,1275.0,29.0,0.926,0.8185,17772.0,28168.0,0.7571,0.0513,0.0283,0.0849,2,0.009287587412587506,0.00899460323805723,-0.009005403241945209,-0.05362551220381262,0.013513513513513598,0.03571428571428581,0.019038186420160752,0.01752859273993046,0.039298245614035165,0.039179517450011137,-0.01457763894312114,-0.06043956043956056,0.0926640926640927,0.1289893617021276,6,7,0,13,6,7,0,13,8,5,0,13,10,3,0,13,9,4,0,13,5,7,0,12,6,6,0,12,5,6,0,11,8,4,0,12,8,5,0,13,9,4,0,13,7,5,0,12,7,5,0,12,5,6,0,11,2,9,0,11,6,6,0,12,4,7,0,11,2,9,0,11,3,8,0,11,3,8,0,11
216339,00337100,Temple University,Philadelphia,2014,27669.0,1,1,4,2,11,13,0.3467,9835.0,0.494,1000.0,10738.0,10738.0,4240.0,5790.0,1,0.5085,0.4915,0.6173,1125.0,25.0,0.8883,0.6918,14696.0,24722.0,0.5822,0.1321,0.0581,0.1037,2,0.005743157282541489,0.000787246604998959,-0.000813173409229595,-0.033505558165022875,0.003568242640499486,0.0,0.0,0.04312424607961396,0.04256526674233818,0.024873559406350942,-0.034173855341738446,-0.022928994082840215,0.0719557195571956,0.02571711177052438,4,7,0,11,9,4,0,13,8,4,0,12,9,4,0,13,5,7,0,12,4,8,0,12,1,11,0,12,0,11,0,11,2,9,0,11,1,11,0,12,4,8,0,12,4,7,0,11,4,7,0,11,2,9,0,11,2,9,0,11,3,8,0,11,1,10,0,11,1,10,0,11,2,9,0,11,1,10,0,11
216597,00338800,Villanova University,Villanova,2014,6895.0,1,1,4,2,21,13,0.1146,10551.0,0.6186,950.0,12278.0,12278.0,1500.0,1500.0,1,0.5234,0.4766,0.4933,1313.0,30.0,0.9367,0.8937,45966.0,45966.0,0.7566,0.0453,0.0744,0.0715,2,0.005688448074679053,0.014537701104865297,-0.015492666804379107,0.00879345603271986,-0.0022796352583586144,0.0,-0.003722612210168119,-0.007881882770870319,0.03457123565158682,0.03457123565158682,-0.00421163464069485,0.00890868596881944,0.04788732394366191,0.060830860534124565,8,4,0,12,2,9,0,11,9,5,0,14,14,1,0,15,10,3,0,13,7,4,0,11,6,5,0,11,4,7,0,11,6,5,0,11,7,4,0,11,11,4,0,15,8,3,0,11,5,6,0,11,7,4,0,11,6,5,0,11,11,0,0,11,8,4,0,12,3,8,0,11,5,6,0,11,3,8,0,11
217882,00342500,Clemson University,Clemson,2014,17083.0,1,1,4,5,22,13,0.1826,10159.0,0.8454,1138.0,8358.0,9888.0,6208.0,4118.0,1,0.4662,0.5338,0.5152,1261.0,29.0,0.9227,0.8231,13446.0,31462.0,0.8348,0.0646,0.0298,0.0194,2,0.016784715195524047,0.015022860875244959,-0.012761235435546303,-0.10972870226369447,0.001588562351072298,0.0,0.0035892973678486317,-0.0026656973221858005,0.030029109851386515,0.03194699553922864,-0.0014354066985645675,0.03194888178913735,0.1505791505791505,0.09604519774011311,11,2,0,13,10,4,0,14,6,7,0,13,9,5,0,14,7,6,0,13,9,4,0,13,8,5,0,13,8,4,0,12,6,5,0,11,9,4,0,13,7,6,0,13,7,5,0,12,9,3,0,12,6,6,0,12,3,8,0,11,7,5,0,12,7,5,0,12,8,4,0,12,5,6,0,11,9,3,0,12
