UNITID,OPEID,INSTNM,CITY,Year,UGDS,MAIN,NUMBRANCH,HIGHDEG,REGION,LOCALE,CCSIZSET,PCTPELL,AVGFACSAL,PFTFAC,BOOKSUPPLY,ROOMBOARD_ON,ROOMBOARD_OFF,OTHEREXPENSE_ON,OTHEREXPENSE_OFF,ADMCON7,UGDS_WOMEN,UGDS_MEN,ADM_RATE,SAT_AVG,ACTCMMID,RET_FT4,C150_4,TUITIONFEE_IN,TUITIONFEE_OUT,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,OPENADMP,UGDS_delta,UGDS_WOMEN_delta,UGDS_MEN_delta,ADM_RATE_delta,SAT_AVG_delta,ACTCMMID_delta,RET_FT4_delta,C150_4_delta,TUITIONFEE_IN_delta,TUITIONFEE_OUT_delta,UGDS_WHITE_delta,UGDS_BLACK_delta,UGDS_HISP_delta,UGDS_ASIAN_delta,won_One_year_ago,lost_One_year_ago,tied_One_year_ago,games_One_year_ago,won_Two_years_ago,lost_Two_years_ago,tied_Two_years_ago,games_Two_years_ago,won_Three_years_ago,lost_Three_years_ago,tied_Three_years_ago,games_Three_years_ago,won_Four_years_ago,lost_Four_years_ago,tied_Four_years_ago,games_Four_years_ago,won_Five_years_ago,lost_Five_years_ago,tied_Five_years_ago,games_Five_years_ago,won_Six_years_ago,lost_Six_years_ago,tied_Six_years_ago,games_Six_years_ago,won_Seven_years_ago,lost_Seven_years_ago,tied_Seven_years_ago,games_Seven_years_ago,won_Eight_years_ago,lost_Eight_years_ago,tied_Eight_years_ago,games_Eight_years_ago,won_Nine_years_ago,lost_Nine_years_ago,tied_Nine_years_ago,games_Nine_years_ago,won_Ten_years_ago,lost_Ten_years_ago,tied_Ten_years_ago,games_Ten_years_ago,won_Eleven_year_ago,lost_Eleven_year_ago,tied_Eleven_year_ago,games_Eleven_year_ago,won_Twelve_years_ago,lost_Twelve_years_ago,tied_Twelve_years_ago,games_Twelve_years_ago,won_Thirteen_years_ago,lost_Thirteen_years_ago,tied_Thirteen_years_ago,games_Thirteen_years_ago,won_Fourteen_years_ago,lost_Fourteen_years_ago,tied_Fourteen_years_ago,games_Fourteen_years_ago,won_Fifteen_years_ago,lost_Fifteen_years_ago,tied_Fifteen_years_ago,games_Fifteen_years_ago,won_Sixteen_years_ago,lost_Sixteen_years_ago,tied_Sixteen_years_ago,games_Sixteen_years_ago,won_Seventeen_years_ago,lost_Seventeen_years_ago,tied_Seventeen_years_ago,games_Seventeen_years_ago,won_Eighteen_years_ago,lost_Eighteen_years_ago,tied_Eighteen_years_ago,games_Eighteen_years_ago,won_Nineteen_years_ago,lost_Nineteen_years_ago,tied_Nineteen_years_ago,games_Nineteen_years_ago,won_Twenty_years_ago,lost_Twenty_years_ago,tied_Twenty_years_ago,games_Twenty_years_ago
160755,00202900,Tulane University of Louisiana,New Orleans,2014,7892.0,1,1,4,5,11,13,0.1542,10897.0,0.5755,1200.0,12556.0,12556.0,1049.0,1049.0,1,0.5764,0.4236,0.2795,1342.0,31.0,0.9223,0.8293,48305.0,48305.0,0.7138,0.0898,0.0603,0.0348,2,-0.048009650180940944,-0.007404856208024779,0.010255187216789752,0.05751040484298153,0.0007457121551082135,0.0,0.0192286440490661,0.09089713233359653,0.029298955891753575,0.029298955891753575,-0.005849582172701928,-0.0033296337402884957,0.03076923076923066,-0.04395604395604402,2,10,0,12,2,11,0,13,4,8,0,12,3,9,0,12,2,10,0,12,4,8,0,12,4,8,0,12,2,9,0,11,5,6,0,11,5,7,0,12,8,5,0,13,3,9,0,12,6,5,0,11,3,8,0,11,12,0,0,12,7,4,0,11,2,9,0,11,2,9,0,11,1,10,0,11,4,8,0,12
164924,00212800,Boston College,Chestnut Hill,2014,9483.0,1,1,4,1,13,13,0.1335,13825.0,0.5956,1000.0,13186.0,8325.0,1400.0,1400.0,1,0.5367,0.4633,0.3391,1380.0,32.0,0.9605,0.9131,47436.0,47436.0,0.6075,0.0401,0.1014,0.0952,2,0.0019017432646593058,0.004491858506457058,-0.005153532316942266,0.05245189323401611,0.0036363636363636598,0.0,0.012758329818642,0.00010952902519156815,0.03976151856560439,0.03976151856560439,0.0479558392271866,-0.07175925925925941,-0.03886255924170612,0.016008537886873064,2,10,0,12,4,8,0,12,7,6,0,13,8,5,0,13,9,5,0,14,11,3,0,14,10,3,0,13,9,3,0,12,9,3,0,12,8,5,0,13,9,4,0,13,8,4,0,12,7,5,0,12,8,4,0,12,4,7,0,11,4,7,0,11,5,7,0,12,4,8,0,12,6,4,1,11,9,3,0,12
164988,00213000,Boston University,Boston,2014,16457.0,1,1,4,1,11,13,0.1424,12562.0,0.6284,1000.0,14030.0,14030.0,1950.0,1950.0,1,0.609,0.391,0.3451,1300.0,29.0,0.935,0.847,46664.0,46664.0,0.4564,0.0342,0.0971,0.1341,2,-0.00018226002430132837,0.009113504556752083,-0.01387137452711229,-0.2433676825257619,0.016419077404222104,0.03571428571428581,0.007651686604160046,0.0026041666666667407,0.039750445632798614,0.039750445632798614,-0.03570673991126139,0.05882352941176472,0.046336206896551824,0.011312217194570096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,11,1,10,0,11,3,8,0,11,9,3,0,12,12,1,0,13
166629,00222100,University of Massachusetts-Amherst,Amherst,2014,21864.0,1,1,4,1,13,13,0.2526,11456.0,0.7878,1000.0,10957.0,10957.0,1400.0,1400.0,1,0.4892,0.5108,0.6139,1217.0,27.0,0.8989,0.7509,13443.0,28998.0,0.6793,0.0376,0.0486,0.0838,2,0.008859357696566983,-0.0002043735949315284,0.0001958096729979264,-0.02462662853511277,0.006617038875103454,0.0,0.006606942889137768,0.03344343517753923,0.0,0.029795092155261216,0.016155572176514532,0.0473537604456824,0.008298755186721962,0.08268733850129206,1,11,0,12,5,6,0,11,6,5,0,11,5,6,0,11,7,5,0,12,10,3,0,13,13,2,0,15,7,4,0,11,6,5,0,11,10,3,0,13,8,4,0,12,3,8,0,11,7,4,0,11,9,4,0,13,12,3,0,15,2,9,0,11,6,5,0,11,6,5,0,11,5,6,0,11,9,2,0,11
169248,00224300,Central Michigan University,Mount Pleasant,2014,20297.0,1,1,4,3,32,13,0.3626,8439.0,0.6602,1000.0,8780.0,7065.0,1170.0,1170.0,1,0.5618,0.4382,0.6927,1050.0,23.0,0.7642,0.5554,11550.0,23670.0,0.7954,0.0783,0.033,0.0095,2,0.011310413552566123,0.0023193577163247436,-0.0029579067121729974,0.09882614213197982,0.020408163265306145,0.045454545454545414,-0.003780471907182892,-0.0632484398718165,0.02941176470588225,0.0,-0.0021327311504203417,0.05241935483870974,0.10367892976588644,0.021505376344086002,7,6,0,13,3,9,0,12,3,9,0,12,12,2,0,14,8,5,0,13,8,6,0,14,10,4,0,14,6,5,0,11,4,7,0,11,3,9,0,12,4,8,0,12,3,8,0,11,2,9,0,11,4,7,0,11,6,5,0,11,2,9,0,11,5,6,0,11,4,7,0,11,9,3,0,12,5,6,0,11
169716,00232300,University of Detroit Mercy,Detroit,2014,2677.0,1,1,4,3,11,13,0.2832,8629.0,1.0,1676.0,8528.0,11094.0,4778.0,6166.0,1,0.6552,0.3448,0.6906,1110.0,24.0,0.8106,0.5438,37320.0,37320.0,0.5622,0.1087,0.0288,0.0396,2,-0.06757227446882619,0.009708737864077666,-0.017943605810310514,0.12347486578818923,-0.028021015761821366,-0.040000000000000036,-0.01697792869269954,-0.042942625835973414,0.03897550111358572,0.03897550111358572,0.06255906255906263,0.07944389275074482,0.006993006993006867,0.23750000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169798,00225900,Eastern Michigan University,Ypsilanti,2014,17723.0,1,1,4,3,21,13,0.4391,8960.0,1.0,1000.0,8584.0,7400.0,2258.0,2598.0,1,0.5871,0.4129,0.6887,1028.0,22.0,0.7251,0.3655,9663.0,25706.0,0.6595,0.1965,0.0403,0.0229,2,-0.04422153912527638,0.014164795301433664,-0.019472809308952677,0.0764301344170053,0.016815034619188873,0.0,-0.017612789594905864,-0.04916753381893868,0.031930798803929905,0.03199646714039095,0.02073982355672488,-0.05890804597701149,0.11019283746556474,0.017777777777777892,2,10,0,12,6,6,0,12,2,10,0,12,0,12,0,12,3,9,0,12,4,8,0,12,1,11,0,12,4,7,0,11,4,7,0,11,3,9,0,12,3,9,0,12,2,9,0,11,3,8,0,11,4,7,0,11,3,8,0,11,4,7,0,11,3,8,0,11,6,5,0,11,5,6,0,11,4,7,0,11
170976,00232500,University of Michigan-Ann Arbor,Ann Arbor,2014,28217.0,1,1,4,3,12,13,0.1569,10677.0,0.8135,1048.0,10246.0,10246.0,2204.0,2204.0,1,0.4916,0.5084,0.3224,1380.0,31.0,0.9722,0.9087,13486.0,41906.0,0.6196,0.0411,0.0426,0.1262,2,0.0049862877088007185,0.0018341145302627204,-0.0017671313567642066,-0.03066746843054713,0.020710059171597628,0.03333333333333344,0.0035094962840627186,0.010003334444814715,0.0261756201491401,0.03748266983561099,-0.01211734693877542,-0.05733944954128445,0.03398058252427183,0.032733224222585955,8,5,0,13,11,2,0,13,7,6,0,13,5,7,0,12,3,9,0,12,9,4,0,13,11,2,0,13,7,5,0,12,9,3,0,12,10,3,0,13,10,3,0,13,8,4,0,12,9,3,0,12,10,2,0,12,10,3,0,13,12,0,0,12,8,4,0,12,9,4,0,13,8,4,0,12,8,4,0,12
171100,00229000,Michigan State University,East Lansing,2014,38395.0,1,1,4,3,13,13,0.227,10802.0,0.8744,1060.0,9204.0,9204.0,1886.0,1886.0,1,0.5025,0.4975,0.6609,1158.0,26.0,0.9162,0.7886,13200.0,34965.0,0.6813,0.0675,0.0384,0.0434,2,0.020546488756578496,0.0017942583732055706,-0.0018057784911718056,-0.03729060451565913,0.0,0.0,0.01226383824991717,0.019389865563598674,0.0262789612812937,0.03600000000000003,-0.02210420554040471,0.0014836795252226587,0.06666666666666665,0.026004728132387855,7,6,0,13,11,3,0,14,11,2,0,13,6,7,0,13,9,4,0,13,7,6,0,13,4,8,0,12,5,6,0,11,5,7,0,12,8,5,0,13,4,8,0,12,7,5,0,12,5,6,0,11,10,2,0,12,6,6,0,12,7,5,0,12,6,6,0,12,6,5,1,12,0,11,0,11,6,6,0,12
172699,00233000,Western Michigan University,Kalamazoo,2014,18450.0,1,1,4,3,13,13,0.3861,9175.0,0.6256,928.0,8943.0,8904.0,2315.0,2315.0,1,0.4977,0.5023,0.8406,1030.0,22.0,0.775,0.5401,10685.0,24917.0,0.732,0.1204,0.051,0.0158,2,-0.016262330045321294,-0.008960573476702538,0.00903977501004416,0.014604707302353637,0.0,0.0,0.05141771808438489,-0.016390457111637224,0.031868662481892907,0.03351445518271179,-0.021782707470265894,0.07308377896613183,0.0691823899371069,0.12857142857142856,4,8,0,12,7,6,0,13,6,6,0,12,5,7,0,12,9,4,0,13,5,7,0,12,8,5,0,13,7,4,0,11,1,10,0,11,5,7,0,12,4,8,0,12,5,6,0,11,9,3,0,12,7,5,0,12,7,4,0,11,8,3,0,11,2,9,0,11,7,4,0,11,7,4,0,11,7,3,1,11
174066,00396900,University of Minnesota-Twin Cities,Minneapolis,2014,30135.0,1,2,4,4,11,13,0.2076,11091.0,0.8302,1000.0,8920.0,8920.0,2194.0,2194.0,1,0.5094,0.4906,0.4535,1271.0,28.0,0.9245,0.784,13560.0,20810.0,0.7037,0.0392,0.0322,0.0886,2,-0.004492748835519089,0.0003927729772190691,-0.0004074979625102726,0.02093651508329586,0.0007874015748030594,0.0,0.024717357570383403,0.039787798408488007,0.0003688675765400884,0.050744761423882956,-0.015391073177557058,0.02887139107611536,0.0662251655629138,0.03263403263403264,6,7,0,13,3,9,0,12,3,9,0,12,6,7,0,13,7,6,0,13,1,11,0,12,6,7,0,13,7,5,0,12,7,5,0,12,10,3,0,13,8,5,0,13,4,7,0,11,6,6,0,12,8,4,0,12,5,6,0,11,3,9,0,12,4,7,0,11,3,8,0,11,3,8,0,11,4,7,0,11
176017,00244000,University of Mississippi,University,2014,17799.0,1,1,4,5,33,13,0.2838,8817.0,0.7845,1200.0,9908.0,9908.0,4500.0,4500.0,1,0.5619,0.4381,0.8122,1098.0,24.0,0.8469,0.6136,7096.0,19144.0,0.7735,0.1454,0.0284,0.0157,2,0.08319133398247325,0.021450645337211194,-0.02622805067792855,0.008443009684628855,-0.0018181818181818299,0.0,-0.010399626080860092,0.05847852337415915,0.04970414201183426,0.0798736462093863,0.007817589576547324,-0.06735086593970496,0.032727272727272716,-0.006329113924050778,7,6,0,13,2,10,0,12,4,8,0,12,9,4,0,13,9,4,0,13,3,9,0,12,4,8,0,12,3,8,0,11,4,7,0,11,10,3,0,13,7,6,0,13,7,4,0,11,7,5,0,12,8,4,0,12,7,5,0,12,8,4,0,12,5,6,0,11,6,5,0,11,4,7,0,11,6,5,0,11
176080,00242300,Mississippi State University,Mississippi State,2014,15800.0,1,1,4,5,33,13,0.3318,8047.0,0.8673,1200.0,8954.0,8954.0,5326.0,5326.0,1,0.4856,0.5144,0.7102,1126.0,25.0,0.8018,0.6043,7140.0,18478.0,0.7217,0.2012,0.022,0.0121,2,-0.036526617476675405,0.011034769935456934,-0.010198191264191081,0.09564949089787111,0.018083182640144635,0.04166666666666674,0.021271175646414342,-0.010155610155610284,0.054341405788540964,0.08950471698113205,0.0085243152599217,-0.05183788878416595,0.17647058823529393,0.11009174311926606,8,5,0,13,7,6,0,13,9,4,0,13,5,7,0,12,4,8,0,12,8,5,0,13,3,9,0,12,3,8,0,11,3,8,0,11,2,10,0,12,3,9,0,12,3,8,0,11,8,4,0,12,10,2,0,12,8,5,0,13,7,4,0,11,5,6,0,11,3,8,0,11,7,4,0,11,4,5,2,11
176372,00244100,University of Southern Mississippi,Hattiesburg,2014,11939.0,1,1,4,5,13,13,0.4865,7251.0,0.7628,1400.0,7640.0,9608.0,4580.0,5580.0,1,0.6371,0.3629,0.6674,1029.0,22.0,0.7409,0.4844,6980.0,15550.0,0.6135,0.3061,0.0335,0.0121,2,-0.03492037830409833,-0.0014106583072100998,0.0024861878453039665,0.006484693108128381,-0.048983364140480545,-0.08333333333333337,0.03448757330354657,0.07334367383115459,0.034994068801897926,0.03501064962726308,0.00656275635767023,-0.03681560730018896,0.037151702786377694,-0.00819672131147553,0,12,0,12,12,2,0,14,8,5,0,13,7,6,0,13,7,6,0,13,7,6,0,13,9,5,0,14,7,5,0,12,7,5,0,12,9,4,0,13,7,6,0,13,6,5,0,11,8,4,0,12,9,3,0,12,7,5,0,12,9,3,0,12,8,3,0,11,6,5,0,11,6,5,0,11,3,7,1,11
178396,00251600,University of Missouri-Columbia,Columbia,2014,27276.0,1,1,4,4,12,13,0.2138,9145.0,0.7394,1114.0,9386.0,9386.0,3664.0,3664.0,1,0.5195,0.4805,0.7767,1166.0,26.0,0.8619,0.6948,9433.0,24460.0,0.7923,0.0825,0.0349,0.0229,2,0.025992100808726715,0.0019286403085825299,-0.0020768431983385627,-0.011957766187508101,0.0008583690987125081,0.0,0.03184484616305516,-0.00912721049629217,0.0019118428040361124,0.02928799865342535,-0.008261359369132637,0.0036496350364965124,0.051204819277108404,0.022321428571428603,5,7,0,12,8,5,0,13,10,3,0,13,8,5,0,13,10,4,0,14,12,2,0,14,8,5,0,13,7,5,0,12,5,6,0,11,8,5,0,13,5,7,0,12,4,7,0,11,3,8,0,11,4,7,0,11,8,4,0,12,7,5,0,12,5,6,0,11,3,8,0,11,3,8,1,12,3,7,1,11
179867,00252000,Washington University in St Louis,Saint Louis,2014,6913.0,1,1,4,4,21,13,0.0671,13731.0,0.6222,958.0,14377.0,14377.0,4574.0,4574.0,1,0.5134,0.4866,0.1713,1478.0,33.0,0.9718,0.9496,46467.0,46467.0,0.5539,0.0535,0.0583,0.1807,2,0.009049773755656076,0.02434158020750199,-0.024458700882117212,0.1016077170418006,0.0027137042062415073,0.0,0.007882182119892223,0.009783071033602653,0.03626145714859175,0.03626145714859175,0.0018086453246517475,-0.0885860306643953,0.04480286738351236,0.03970080552359034,5,5,0,10,6,4,0,10,7,3,0,10,4,6,0,10,5,5,0,10,7,3,0,10,6,4,0,10,6,4,0,10,6,4,0,10,6,4,0,10,6,4,0,10,5,2,0,7,5,4,0,9,8,2,0,10,6,4,0,10,0,0,0,0,7,3,0,10,9,1,0,10,7,3,0,10,6,4,0,10
180461,00253200,Montana State University,Bozeman,2014,13117.0,1,1,4,7,13,13,0.2938,8381.0,0.6271,1250.0,8380.0,8380.0,3330.0,3330.0,1,0.4567,0.5433,0.8385,1128.0,25.0,0.7608,0.4964,6800.0,21391.0,0.8506,0.0066,0.0323,0.0091,2,0.004749138261202601,0.013087843833185397,-0.010742898761835429,-0.007574860930287586,0.011659192825112186,0.04166666666666674,0.004223864836325308,0.004654928152195925,0.007109004739336511,0.03253366800212376,-0.022411217101482528,-0.07042253521126762,0.02539682539682553,-0.11650485436893199,11,2,0,13,10,3,0,13,9,3,0,12,7,4,0,11,7,5,0,12,6,5,0,11,8,5,0,13,7,4,0,11,6,5,0,11,7,5,0,12,7,6,0,13,5,6,0,11,0,11,0,11,3,8,0,11,7,4,0,11,5,5,0,10,6,5,0,11,5,6,0,11,3,8,0,11,7,4,0,11
180489,00253600,The University of Montana,Missoula,2014,10969.0,1,2,4,7,13,13,0.3803,7988.0,0.7007,950.0,7564.0,8006.0,3296.0,3296.0,1,0.5357,0.4643,0.9272,1075.0,23.0,0.7259,0.4823,6099.0,22372.0,0.7967,0.0078,0.0408,0.0114,2,-0.056835769561478955,-0.0033488372093023466,0.0038918918918917633,-0.016024620609147777,-0.013761467889908285,-0.04166666666666663,-0.011574074074074181,0.024426508071367925,0.008933002481389618,0.0300658409687371,-0.00969546302050972,0.02631578947368407,0.04347826086956519,-0.04201680672268915,5,6,0,11,11,3,0,14,7,4,0,11,14,1,0,15,14,2,0,16,11,1,0,12,12,2,0,14,8,3,0,11,12,3,0,15,9,3,0,12,11,3,0,14,15,1,0,16,13,2,0,15,9,3,0,12,8,4,0,12,7,3,0,10,14,1,0,15,13,2,0,15,11,3,0,14,10,2,0,12
181002,00254200,Creighton University,Omaha,2014,3977.0,1,1,4,4,11,13,0.1757,8908.0,0.6414,1200.0,9996.0,9996.0,2800.0,2800.0,1,0.5841,0.4159,0.7267,1200.0,27.0,0.9137,0.7785,35360.0,35360.0,0.7257,0.0264,0.0727,0.0938,2,0.008622875982754241,-0.022917363666778212,0.0340626553953256,-0.05192433137638608,-0.011532125205930832,0.0,0.00539172535211252,0.025421496311907266,0.030002912904165457,0.030002912904165457,-0.016000000000000014,0.06024096385542177,0.043041606886657036,0.005359056806002238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181464,00256500,University of Nebraska-Lincoln,Lincoln,2014,19979.0,1,2,4,4,11,13,0.1989,10194.0,0.9254,1050.0,9962.0,8480.0,3604.0,3604.0,1,0.4667,0.5333,0.6989,1146.0,25.0,0.8401,0.6679,8170.0,22090.0,0.7784,0.0252,0.049,0.0237,2,0.031120974401321222,0.011706048124864532,-0.010024132170038946,0.09134915677701438,-0.0008718395815170421,0.0,0.004423720707795287,0.0001497454327643588,0.013647642679900818,0.03282214325790167,-0.027243189202699414,0.050000000000000044,0.04925053533190593,0.05803571428571419,10,4,0,14,9,4,0,13,10,4,0,14,10,4,0,14,9,4,0,13,5,7,0,12,9,5,0,14,8,4,0,12,5,6,0,11,10,3,0,13,7,7,0,14,11,2,0,13,10,2,0,12,12,1,0,13,9,4,0,13,13,0,0,13,11,2,0,13,12,0,0,12,13,0,0,13,11,1,0,12
182281,00256900,University of Nevada-Las Vegas,Las Vegas,2014,23329.0,1,1,4,8,12,13,0.3511,10139.0,1.0,1206.0,10730.0,9350.0,3526.0,5676.0,1,0.5544,0.4456,0.8689,1000.0,22.0,0.7674,0.3914,6710.0,20620.0,0.3663,0.0763,0.2517,0.1549,2,0.025811274294257336,-0.0030570041359467837,0.003829691371930677,0.02079417293233088,-0.0029910269192422456,0.0,-0.007629639208586614,-0.08722014925373134,0.002989536621823552,0.000970873786407811,-0.04509906152241916,0.001312335958005395,0.08725701943844477,-0.052019583843329165,2,11,0,13,2,10,0,12,2,11,0,13,5,7,0,12,5,7,0,12,2,10,0,12,2,10,0,12,2,9,0,11,2,9,0,11,6,6,0,12,5,7,0,12,4,7,0,11,8,5,0,13,3,8,0,11,0,11,0,11,3,8,0,11,1,11,0,12,2,9,0,11,7,5,0,12,3,8,0,11
182290,00256800,University of Nevada-Reno,Reno,2014,16330.0,1,1,4,8,11,13,0.2983,9880.0,0.9514,1300.0,10196.0,10592.0,4494.0,5598.0,1,0.5264,0.4736,0.8388,1081.0,24.0,0.8201,0.5478,6610.0,20520.0,0.624,0.037,0.1784,0.0685,2,0.06662312214239052,-0.0015174506828528056,0.0016920473773265332,-0.0009528346831825241,0.0,0.0,0.02653648767054695,0.0659661412726209,0.0,0.0,-0.03405572755417963,0.04519774011299438,0.09380748007357465,0.044207317073170715,7,6,0,13,7,6,0,13,13,1,0,14,8,5,0,13,7,6,0,13,6,7,0,13,8,5,0,13,9,3,0,12,5,7,0,12,6,6,0,12,5,7,0,12,3,8,0,11,2,10,0,12,3,8,0,11,6,5,0,11,5,6,0,11,9,3,0,12,9,3,0,12,9,2,0,11,7,4,0,11
187985,00266300,University of New Mexico-Main Campus,Albuquerque,2014,20261.0,1,5,4,6,11,13,0.3871,8909.0,0.7115,1064.0,8580.0,9058.0,3802.0,5078.0,1,0.5529,0.4471,0.4538,1060.0,23.0,0.7904,0.4778,6846.0,20664.0,0.3621,0.0261,0.4591,0.0312,2,-0.0281095601285557,-0.0036042530185619315,0.004493372275893082,-0.29730566738928466,0.021194605009633882,0.045454545454545414,0.01737675376496317,-0.01035625517812755,0.0,-0.001160092807424573,-0.021351351351351355,-0.022471910112359494,0.024319500223114687,0.06849315068493156,4,9,0,13,1,11,0,12,1,11,0,12,1,11,0,12,4,8,0,12,9,4,0,13,6,7,0,13,6,5,0,11,7,5,0,12,8,5,0,13,7,7,0,14,6,5,0,11,5,7,0,12,4,7,0,11,3,9,0,12,9,4,0,13,6,5,0,11,4,7,0,11,5,7,0,12,6,5,0,11
188030,00265700,New Mexico State University-Main Campus,Las Cruces,2014,12171.0,1,5,4,6,22,13,0.4191,8185.0,0.7524,1206.0,8100.0,8207.0,3762.0,3762.0,1,0.5277,0.4723,0.696,984.0,21.0,0.7371,0.4569,5950.0,19112.0,0.3084,0.0306,0.5352,0.0119,2,-0.05548657457706041,0.0015183146707153927,-0.001690974424011893,-0.18309859154929586,0.0020366598778003286,0.0,-0.0037842951750236553,0.05568391866913114,-0.043408360128617374,-0.02708206068010588,-0.043720930232558186,0.013245033112582627,0.02923076923076917,0.02586206896551735,1,11,0,12,4,9,0,13,2,10,0,12,3,10,0,13,3,9,0,12,4,9,0,13,4,8,0,12,0,12,0,12,5,6,0,11,3,9,0,12,7,5,0,12,5,7,0,12,3,8,0,11,6,5,0,11,3,8,0,11,2,9,0,11,1,10,0,11,4,7,0,11,3,8,0,11,5,6,0,11
190150,00270700,Columbia University in the City of New York,New York,2014,8100.0,1,1,4,2,11,13,0.2141,16831.0,0.5344,1170.0,12432.0,16515.0,1994.0,2435.0,1,0.4757,0.5243,0.0695,1470.0,33.0,0.9648,0.9469,51008.0,51008.0,0.3874,0.0726,0.1311,0.1774,2,0.016311166875784266,0.0016845651716150822,-0.001523519329651557,-0.06334231805929913,-0.0006798096532970588,0.0,-0.00883501130059594,0.015006967520634573,0.03805608693882534,0.03805608693882534,-0.012238653748087636,-0.030707610146862407,-0.034609720176730585,0.038033937975424204,3,7,0,10,1,9,0,10,4,6,0,10,4,6,0,10,2,8,0,10,1,9,0,10,5,5,0,10,2,8,0,10,1,9,0,10,4,6,0,10,1,9,0,10,3,7,0,10,3,7,0,10,3,7,0,10,4,6,0,10,4,6,0,10,8,2,0,10,3,6,1,10,5,4,1,10,2,8,0,10
190415,00271100,Cornell University,Ithaca,2014,14195.0,1,2,4,2,13,13,0.163,14170.0,0.9053,870.0,13680.0,13680.0,1770.0,1770.0,1,0.5083,0.4917,0.1419,1422.0,32.0,0.9652,0.932,47286.0,47286.0,0.4209,0.0597,0.1153,0.1722,2,-0.007967013767558928,-0.0035287198588512814,0.003674219228414044,-0.08804627249357322,0.0,0.0,-0.0025834452826289933,-0.0014998928647953491,0.04250628334582651,0.04250628334582651,-0.013823805060918515,0.017035775127768327,0.03315412186379918,0.053211009174311874,4,6,0,10,5,5,0,10,2,8,0,10,2,8,0,10,4,6,0,10,5,5,0,10,5,5,0,10,6,4,0,10,4,6,0,10,1,9,0,10,4,6,0,10,2,7,0,9,5,5,0,10,7,3,0,10,4,6,0,10,6,4,0,10,4,6,0,10,6,4,0,10,6,4,0,10,4,6,0,10
191241,00272200,Fordham University,Bronx,2014,8485.0,1,1,4,2,11,13,0.1977,13033.0,1.0,999.0,15965.0,15344.0,2743.0,2712.0,1,0.5458,0.4542,0.4812,1254.0,28.0,0.8945,0.8002,45623.0,45623.0,0.6039,0.045,0.1391,0.0924,2,0.035640180642011465,0.0129918337045285,-0.015177797051170838,0.02100572883513685,-0.0031796502384737746,0.0,-0.011711413103524526,-0.006086200471991043,0.03920094756503123,0.03920094756503123,-0.015326919941301087,0.05633802816901401,-0.011371712864250094,0.04761904761904767,6,5,0,11,1,10,0,11,5,6,0,11,5,6,0,11,5,6,0,11,8,4,0,12,3,8,0,11,2,9,0,11,5,6,0,11,9,3,0,12,10,3,0,13,7,4,0,11,3,8,0,11,0,11,0,11,4,7,0,11,5,6,0,11,2,8,0,10,4,6,1,11,0,11,0,11,1,10,0,11
192703,00275800,Manhattan College,Riverdale,2014,3471.0,1,1,4,2,11,13,0.2871,9825.0,0.4902,1200.0,13740.0,13740.0,2000.0,2000.0,1,0.4414,0.5586,0.6654,1097.0,25.0,0.8371,0.7507,37188.0,37188.0,0.5621,0.0375,0.191,0.04,2,0.01998236849838375,-0.007866936390200086,0.006305170239596425,0.005591657850990028,0.006422018348623881,0.0,-0.04755944931163958,0.0181744201817442,0.04095171448565438,0.04095171448565438,-0.06736353077816493,0.013513513513513598,0.03804347826086962,0.08108108108108114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193900,00278500,New York University,New York,2014,24539.0,1,1,4,2,11,13,0.2145,13314.0,0.4219,1070.0,16782.0,16782.0,2000.0,2000.0,1,0.5659,0.4341,0.3545,1344.0,30.0,0.9199,0.8301,46170.0,46170.0,0.356,0.0506,0.1152,0.1962,2,0.10675626916832037,-0.05541645802036388,0.08281366924420053,0.09447360296387752,-0.00591715976331364,0.0,-0.005513513513513479,-0.003601008282319018,0.029477345701034663,0.029477345701034663,-0.07219181652332551,0.08351177730192716,0.09505703422053235,0.06804572672836162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
